cod,nombre,anyo,periodo,valor
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2018,28,23531.83
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2019,28,23565.09
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2020,28,24113.57
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2021,28,25011.55
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2022,28,26012.71
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2023,28,26822.32
EAES729,Ambos sexos. Aragón. Dato base. Media. ,2024,28,28061.94
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2008,28,9051.37
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2009,28,8641.36
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2010,28,8683.56
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2011,28,8863.66
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2012,28,8216.38
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2013,28,7735.35
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2014,28,7799.43
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2015,28,7875.69
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2016,28,7896.6
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2017,28,9082.3
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2018,28,8337.6
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2019,28,8931.4
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2020,28,10127.54
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2021,28,10781.83
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2022,28,10359.5
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2023,28,11335.81
EAES728,Ambos sexos. Aragón. Dato base. Percentil 10. ,2024,28,12053.34
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2008,28,13875.48
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2009,28,14051.02
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2010,28,14176.97
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2011,28,14044.52
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2012,28,13688.48
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2013,28,13415.54
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2014,28,13853.64
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2015,28,13424.35
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2016,28,13664.48
EAES727,Ambos sexos. Aragón. Dato base. Cuartil inferior. ,2017,28,14438.76
